x,y,z
33.2663208874601,38.7806386657849,38.7959487448911
21.4818446598632,49.5217689151548,22.2173829279319
26.8110115322404,49.4396418033089,29.9562360156996
33.6466547571756,57.9139508608492,37.5945812694647
45.4579126527055,63.3723468407691,28.9189256583714
50.6123291366519,74.9200816610659,26.0926039489185
57.7020740259512,71.6732597822002,39.4686309821398
57.677828724561,57.4404320341686,30.6360271561635
71.0841034296725,54.8966311604789,45.2518675801148
55.6545488276592,47.8853322351773,50.4265177844867
54.1991102281003,46.2977006722723,55.1978189810088
56.3857861920319,51.6152822275741,58.2077606139153
59.4045080066362,47.0616447209948,60.2833962505371
61.1874431370243,43.6899168588971,56.9643404242902
63.6361460286549,38.5066139250566,64.9612186096918
52.8810545282886,31.5185299253371,64.8796369378654
54.6556545086787,21.838180819424,67.9102650310518
42.7352553441434,22.0703265736039,58.9852613685546
33.3376226327291,12.720418360378,52.805963079346
37.088931701197,2.4617869570152,44.9103684097082
44.3928644633919,2.48903809511226,33.7016983875022
47.4372485423854,13.8480748635228,26.8604690546591
49.0475577553843,21.300165599753,20.779782050379
42.4927762531379,23.6067615317785,6.71307863248077
6.75240497468529,20.8002740059558,0.0765876456617187
19.7329103261617,24.6012647461188,10.3449740702644
20.3564239876495,26.3140370784374,15.777796939723
19.440104010765,26.3386992068367,16.8233287317993
15.2515416404145,29.0808890430136,17.4480219649274
2.17461649739563,31.9923668565178,18.5635797998801
4.12609436359118,57.8821558372311,9.65485911416893
6.73380829965366,68.612315459737,1.06186320834767
8.89055155808411,80.5670032469586,4.80185206030838
15.0548785349381,79.1019723353109,11.8666144460461
18.3792109636327,76.981303760064,29.5471130969492
24.6231523900705,62.2078864764244,15.7541979448462
27.8324990393395,56.479539535503,7.0703931495415
40.0170616384809,47.6045077910013,17.1037447757538
42.4818288545367,38.4599003710624,7.48834380092304
54.82497655719,50.6080397902663,8.26994957623908
66.2361901028859,42.0510880722612,23.4461997790976
69.5054657145833,34.899427608604,23.082756442765
56.538664907071,31.280731171697,21.6943465993053
60.2248896685126,26.8129489422326,27.4847857778221
54.9161455872776,20.9749781835878,22.6697394974763
57.6339007377132,12.8922024343029,32.0066126524492
60.7815629276931,1.54128668804333,26.921494325533
90.6186804986004,0.775346053443626,7.0436035126889
87.6302976802868,2.92132320097686,3.63370360768767
83.2857340273324,19.6707083626673,0.55098794736731
80.1597530091077,36.0139817319916,21.23058436485
84.969192793476,48.7229764407302,14.2498922002605
91.9065930529338,63.8452419441181,17.0936388310221
